Province,City,Year,Month,Day,Weather,Max Temperature (℃),Min Temperature (℃),Rainfall (mm),Snowfall (cm)
Gangwon-do,Hongcheon,2019,4,5,Partly Cloudy,18.9,6.5,0,0
Gangwon-do,Hongcheon,2019,4,6,Rainy,13.9,1.2,13.5,0
Gangwon-do,Hongcheon,2019,4,7,Mostly Cloudy,19.5,4.9,0,0
Gangwon-do,Hongcheon,2019,4,8,Partly Cloudy,18.2,3.5,0,0
Gangwon-do,Hongcheon,2019,4,9,Rainy,14.8,2.6,17,0
Gangwon-do,Hongcheon,2019,4,10,Rainy,10.6,2.8,3,0
Gangwon-do,Hongcheon,2019,4,11,Mostly Cloudy,16.2,1.5,0,0
Gangwon-do,Hongcheon,2019,4,12,Partly Cloudy,19.2,3.8,0,0
Gangwon-do,Hongcheon,2019,4,13,Partly Cloudy,19.2,2.1,0,0
Gangwon-do,Hongcheon,2019,4,14,Rainy,11.2,3.6,1,0
Gangwon-do,Hongcheon,2019,4,15,Sunny,19.8,1.2,0,0
Gangwon-do,Hongcheon,2019,4,16,Partly Cloudy,23.5,0.7,0,0
Gangwon-do,Hongcheon,2019,4,17,Partly Cloudy,25.2,3.8,0,0
Gangwon-do,Hongcheon,2019,4,18,Mostly Cloudy,17.2,6.4,0,0
Gangwon-do,Hongcheon,2019,4,19,Mostly Cloudy,19.2,7.8,0,0
Gangwon-do,Hongcheon,2019,4,20,Partly Cloudy,22.7,3.3,0,0
Gangwon-do,Hongcheon,2019,4,21,Cloudy,23,13.2,0,0
Gangwon-do,Hongcheon,2019,4,22,Sunny,29.6,10,0,0
Gangwon-do,Hongcheon,2019,4,23,Cloudy,28.2,11.4,0,0
Gangwon-do,Hongcheon,2019,4,24,Rainy,26.8,14.7,5.5,0
Gangwon-do,Hongcheon,2019,4,25,Rainy,17.5,7.3,11.5,0
Gangwon-do,Hongcheon,2019,4,26,Rainy,11.5,4.8,6.5,0
Gangwon-do,Hongcheon,2019,4,27,Partly Cloudy,19.3,2.2,0,0
Gangwon-do,Hongcheon,2019,4,28,Rainy,15.9,8.5,0.1,0
Gangwon-do,Hongcheon,2019,4,29,Mostly Cloudy,16.7,6.1,0,0
Gangwon-do,Hongcheon,2019,4,30,Partly Cloudy,24.7,5.9,0,0
Gangwon-do,Hongcheon,2019,5,1,Sunny,25.2,8.4,0,0
Gangwon-do,Hongcheon,2019,5,2,Sunny,26.2,7.7,0,0
Gangwon-do,Hongcheon,2019,5,3,Sunny,28.9,5.7,0,0
Gangwon-do,Hongcheon,2019,5,4,Partly Cloudy,28.9,7.4,0,0
Gangwon-do,Hongcheon,2019,5,5,Partly Cloudy,28.8,10.4,0,0
Gangwon-do,Hongcheon,2019,5,6,Sunny,21.1,7.6,0,0
Gangwon-do,Hongcheon,2019,5,7,Sunny,23.2,2.7,0,0
Gangwon-do,Hongcheon,2019,5,8,Partly Cloudy,24,4.9,0,0
Gangwon-do,Hongcheon,2019,5,9,Partly Cloudy,25,9.3,0,0
Gangwon-do,Hongcheon,2019,5,10,Partly Cloudy,29.6,6.1,0,0
Gangwon-do,Hongcheon,2019,5,11,Sunny,30.5,10.8,0,0
Gangwon-do,Hongcheon,2019,5,12,Partly Cloudy,29.1,9.9,0,0
Gangwon-do,Hongcheon,2019,5,13,Cloudy,24.1,12.3,0,0
Gangwon-do,Hongcheon,2019,5,14,Partly Cloudy,27.6,11.2,0,0
Gangwon-do,Hongcheon,2019,5,15,Mostly Cloudy,28.1,10.6,0,0
Gangwon-do,Hongcheon,2019,5,16,Partly Cloudy,30.5,13,0,0
Gangwon-do,Hongcheon,2019,5,17,Cloudy,28.7,13.3,0,0
Gangwon-do,Hongcheon,2019,5,18,Cloudy,24.8,16.7,0,0
Gangwon-do,Hongcheon,2019,5,19,Rainy,24.4,15.7,7.5,0
Gangwon-do,Hongcheon,2019,5,20,Rainy,20.9,10.6,3,0
Gangwon-do,Hongcheon,2019,5,21,Sunny,24.9,7.2,0,0
Gangwon-do,Hongcheon,2019,5,22,Sunny,28,7.8,0,0
Gangwon-do,Hongcheon,2019,5,23,Sunny,30.2,9,0,0
Gangwon-do,Hongcheon,2019,5,24,Sunny,34.6,10.8,0,0
Gangwon-do,Hongcheon,2019,5,25,Mostly Cloudy,29.7,16.1,0,0
Gangwon-do,Hongcheon,2019,5,26,Mostly Cloudy,31.9,13,0,0
Gangwon-do,Hongcheon,2019,5,27,Rainy,21.4,15.7,4.5,0
Gangwon-do,Hongcheon,2019,5,28,Sunny,25.7,9.4,0,0
Gangwon-do,Hongcheon,2019,5,29,Sunny,28.6,8.4,0,0
Gangwon-do,Hongcheon,2019,5,30,Mostly Cloudy,27.2,9.2,0,0
Gangwon-do,Hongcheon,2019,5,31,Partly Cloudy,25.7,15.2,0,0
Gangwon-do,Hongcheon,2019,6,1,Partly Cloudy,24.9,10.2,0,0
Gangwon-do,Hongcheon,2019,6,2,Sunny,29.7,13,0,0
Gangwon-do,Hongcheon,2019,6,3,Sunny,31.6,13.1,0,0
Gangwon-do,Hongcheon,2019,6,4,Sunny,32.3,15,0,0
Gangwon-do,Hongcheon,2019,6,5,Sunny,32.5,15.2,0,0
Gangwon-do,Hongcheon,2019,6,6,Rainy,25.6,17.6,7,0
Gangwon-do,Hongcheon,2019,6,7,Rainy,22.9,16.1,34.5,0
Gangwon-do,Hongcheon,2019,6,8,Mostly Cloudy,28.4,13.4,0,0
Gangwon-do,Hongcheon,2019,6,9,Rainy,29.1,15.4,5.5,0
Gangwon-do,Hongcheon,2019,6,10,Rainy,23.7,14.3,5.5,0
Gangwon-do,Hongcheon,2019,6,11,Partly Cloudy,26.1,11.5,0,0
Gangwon-do,Hongcheon,2019,6,12,Sunny,29.9,12.3,0,0
Gangwon-do,Hongcheon,2019,6,13,Partly Cloudy,30.9,15.4,0,0
Gangwon-do,Hongcheon,2019,6,14,Mostly Cloudy,28.3,17,0,0
Gangwon-do,Hongcheon,2019,6,15,Rainy,28.7,14.9,1.5,0
Gangwon-do,Hongcheon,2019,6,16,Mostly Cloudy,28.1,14.7,0,0
Gangwon-do,Hongcheon,2019,6,17,Partly Cloudy,28,17.3,0,0
Gangwon-do,Hongcheon,2019,6,18,Rainy,23.5,16.8,8.5,0
Gangwon-do,Hongcheon,2019,6,19,Rainy,25.4,18.6,0.5,0
Gangwon-do,Hongcheon,2019,6,20,Mostly Cloudy,29.4,18.8,0,0
Gangwon-do,Hongcheon,2019,6,21,Rainy,29.5,17.5,0.1,0
Gangwon-do,Hongcheon,2019,6,22,Sunny,30.4,13.6,0,0
Gangwon-do,Hongcheon,2019,6,23,Sunny,31.1,13.3,0,0
Gangwon-do,Hongcheon,2019,6,24,Partly Cloudy,31.5,17.5,0,0
Gangwon-do,Hongcheon,2019,6,25,Sunny,33.3,17.2,0,0
Gangwon-do,Hongcheon,2019,6,26,Rainy,29.5,17.7,0.5,0
Gangwon-do,Hongcheon,2019,6,27,Rainy,32.8,19.6,1.5,0
Gangwon-do,Hongcheon,2019,6,28,Cloudy,31.6,22.5,0,0
Gangwon-do,Hongcheon,2019,6,29,Rainy,28.2,18.4,0.5,0
Gangwon-do,Hongcheon,2019,6,30,Mostly Cloudy,29.2,19.1,0,0
Gangwon-do,Hongcheon,2019,7,1,Mostly Cloudy,29.7,19.7,0,0
Gangwon-do,Hongcheon,2019,7,2,Partly Cloudy,30.6,16.5,0,0
Gangwon-do,Hongcheon,2019,7,3,Mostly Cloudy,31.4,17.2,0,0
Gangwon-do,Hongcheon,2019,7,4,Sunny,35.5,17.5,0,0
Gangwon-do,Hongcheon,2019,7,5,Partly Cloudy,36.5,18.1,0,0
Gangwon-do,Hongcheon,2019,7,6,Sunny,35.2,20.7,0,0
Gangwon-do,Hongcheon,2019,7,7,Mostly Cloudy,30,19.4,0,0
Gangwon-do,Hongcheon,2019,7,8,Cloudy,26.3,18.5,0,0
Gangwon-do,Hongcheon,2019,7,9,Partly Cloudy,28.9,15.4,0,0
Gangwon-do,Hongcheon,2019,7,10,Rainy,26.5,18.4,9.1,0
Gangwon-do,Hongcheon,2019,7,11,Rainy,26.5,19,5.5,0
Gangwon-do,Hongcheon,2019,7,12,Mostly Cloudy,28.6,18.9,0,0
Gangwon-do,Hongcheon,2019,7,13,Mostly Cloudy,31.2,19.2,0,0
Gangwon-do,Hongcheon,2019,7,14,Rainy,32.1,20.1,24,0
Gangwon-do,Hongcheon,2019,7,15,Rainy,26.1,20,4,0
Gangwon-do,Hongcheon,2019,7,16,Rainy,30.6,20,0.1,0
Gangwon-do,Hongcheon,2019,7,17,Cloudy,29.9,21.1,0,0
Gangwon-do,Hongcheon,2019,7,18,Rainy,33.4,22.4,3,0
Gangwon-do,Hongcheon,2019,7,19,Mostly Cloudy,35.4,21.6,0,0
Gangwon-do,Hongcheon,2019,7,20,Rainy,31,24.7,0.4,0
Gangwon-do,Hongcheon,2019,7,21,Rainy,27.2,23.2,10.5,0
Gangwon-do,Hongcheon,2019,7,22,Mostly Cloudy,32.1,23.6,0,0
Gangwon-do,Hongcheon,2019,7,23,Cloudy,33.4,22.9,0,0
Gangwon-do,Hongcheon,2019,7,24,Rainy,29.6,25.3,0.5,0
Gangwon-do,Hongcheon,2019,7,25,Rainy,29.4,25.2,5,0
Gangwon-do,Hongcheon,2019,7,26,Rainy,27.2,23.7,70,0
Gangwon-do,Hongcheon,2019,7,27,Rainy,35.2,24.5,15.5,0
Gangwon-do,Hongcheon,2019,7,28,Rainy,28.9,24.8,26,0
Gangwon-do,Hongcheon,2019,7,29,Cloudy,32,24.8,0,0
Gangwon-do,Hongcheon,2019,7,30,Rainy,32.1,25.3,1,0
Gangwon-do,Hongcheon,2019,7,31,Rainy,28.7,23.7,24,0
Gangwon-do,Hongcheon,2019,8,1,Rainy,32.3,23.9,63.5,0
Gangwon-do,Hongcheon,2019,8,2,Partly Cloudy,35,24,0,0
Gangwon-do,Hongcheon,2019,8,3,Partly Cloudy,36.6,24.4,0,0
Gangwon-do,Hongcheon,2019,8,4,Partly Cloudy,35.9,23,0,0
Gangwon-do,Hongcheon,2019,8,5,Partly Cloudy,37.1,24.5,0,0
Gangwon-do,Hongcheon,2019,8,6,Mostly Cloudy,36.2,25,0,0
Gangwon-do,Hongcheon,2019,8,7,Rainy,29.4,22.8,57,0
Gangwon-do,Hongcheon,2019,8,8,Rainy,33.6,22.1,34.5,0
Gangwon-do,Hongcheon,2019,8,9,Mostly Cloudy,34.2,22.9,0,0
Gangwon-do,Hongcheon,2019,8,10,Partly Cloudy,37.1,24.9,0,0
Gangwon-do,Hongcheon,2019,8,11,Mostly Cloudy,36.2,22.3,0,0
Gangwon-do,Hongcheon,2019,8,12,Rainy,32.1,24.9,19.5,0
Gangwon-do,Hongcheon,2019,8,13,Rainy,35.5,24.9,0.5,0
Gangwon-do,Hongcheon,2019,8,14,Partly Cloudy,35.8,23.7,0,0
Gangwon-do,Hongcheon,2019,8,15,Rainy,28.4,22.9,26.5,0
Gangwon-do,Hongcheon,2019,8,16,Rainy,30.8,22.5,4.5,0
Gangwon-do,Hongcheon,2019,8,17,Rainy,28.9,21.5,3,0
Gangwon-do,Hongcheon,2019,8,18,Partly Cloudy,30.2,19.3,0,0
Gangwon-do,Hongcheon,2019,8,19,Partly Cloudy,31.8,19.8,0,0
Gangwon-do,Hongcheon,2019,8,20,Partly Cloudy,32.7,19.8,0,0
Gangwon-do,Hongcheon,2019,8,21,Rainy,30.9,21,0.5,0
Gangwon-do,Hongcheon,2019,8,22,Rainy,32.9,22.8,0.1,0
Gangwon-do,Hongcheon,2019,8,23,Mostly Cloudy,30.8,19.8,0,0
Gangwon-do,Hongcheon,2019,8,24,Mostly Cloudy,27.7,17.8,0,0
Gangwon-do,Hongcheon,2019,8,25,Partly Cloudy,30.4,18.4,0,0
Gangwon-do,Hongcheon,2019,8,26,Partly Cloudy,32,18.8,0,0
Gangwon-do,Hongcheon,2019,8,27,Rainy,30.1,21.1,1.5,0
Gangwon-do,Hongcheon,2019,8,28,Rainy,30.6,21,0.2,0
Gangwon-do,Hongcheon,2019,8,29,Rainy,27,19.5,3.5,0
Gangwon-do,Hongcheon,2019,8,30,Rainy,27.9,17.5,0.3,0
Gangwon-do,Hongcheon,2019,8,31,Partly Cloudy,28.9,17,0,0
Gangwon-do,Wonju,2018,9,1,Partly Cloudy,29.6,19.6,0,0
Gangwon-do,Wonju,2018,9,2,Partly Cloudy,28.5,16.8,0,0
Gangwon-do,Wonju,2018,9,3,Rainy,27.4,20.7,80.3,0
Gangwon-do,Wonju,2018,9,4,Rainy,28,20.5,5.1,0
Gangwon-do,Wonju,2018,9,5,Partly Cloudy,27.5,17.5,0,0
Gangwon-do,Wonju,2018,9,6,Rainy,26.3,17.7,3.2,0
Gangwon-do,Wonju,2018,9,7,Rainy,25.8,17.9,0.9,0
Gangwon-do,Wonju,2018,9,8,Sunny,26.4,13.9,0,0
Gangwon-do,Wonju,2018,9,9,Sunny,27.3,14.6,0,0
Gangwon-do,Wonju,2018,9,10,Partly Cloudy,25.8,15.7,0,0
Gangwon-do,Wonju,2018,9,11,Partly Cloudy,25.5,13,0,0
Gangwon-do,Wonju,2018,9,12,Mostly Cloudy,26.8,14.4,0,0
Gangwon-do,Wonju,2018,9,13,Cloudy,25.8,17.6,0,0
Gangwon-do,Wonju,2018,9,14,Rainy,26,17,1,0
Gangwon-do,Wonju,2018,9,15,Rainy,21.4,19.5,7.5,0
Gangwon-do,Wonju,2018,9,16,Rainy,25.6,20.4,0.2,0
Gangwon-do,Wonju,2018,9,17,Partly Cloudy,26.2,18,0,0
Gangwon-do,Wonju,2018,9,18,Mostly Cloudy,26.4,15.6,0,0
Gangwon-do,Wonju,2018,9,19,Rainy,25,16.9,0.7,0
Gangwon-do,Wonju,2018,9,20,Rainy,20,16.9,13.5,0
Gangwon-do,Wonju,2018,9,21,Rainy,20.2,17.4,35.1,0
Gangwon-do,Wonju,2018,9,22,Rainy,25.2,14.8,0.1,0
Gangwon-do,Wonju,2018,9,23,Mostly Cloudy,22.2,13.1,0,0
Gangwon-do,Wonju,2018,9,24,Partly Cloudy,21.8,10.7,0,0
Gangwon-do,Wonju,2018,9,25,Sunny,23.7,8.7,0,0
Gangwon-do,Wonju,2018,9,26,Mostly Cloudy,21.7,12.8,0,0
Gangwon-do,Wonju,2018,9,27,Sunny,23.3,10.2,0,0
Gangwon-do,Wonju,2018,9,28,Mostly Cloudy,20.4,10,0,0
Gangwon-do,Wonju,2018,9,29,Partly Cloudy,25.7,11.4,0,0
Gangwon-do,Wonju,2018,9,30,Sunny,24.2,12.9,0,0
Gangwon-do,Wonju,2018,10,1,Mostly Cloudy,19,10.7,0,0
Gangwon-do,Wonju,2018,10,2,Partly Cloudy,19.9,9.4,0,0
Gangwon-do,Wonju,2018,10,3,Partly Cloudy,22.3,8.3,0,0
Gangwon-do,Wonju,2018,10,4,Mostly Cloudy,25,10.1,0,0
Gangwon-do,Wonju,2018,10,5,Rainy,17.8,14.7,33.2,0
Gangwon-do,Wonju,2018,10,6,Rainy,20.9,15.4,30.3,0
Gangwon-do,Wonju,2018,10,7,Partly Cloudy,22.1,11.2,0,0
Gangwon-do,Wonju,2018,10,8,Partly Cloudy,19.4,7.6,0,0
Gangwon-do,Wonju,2018,10,9,Cloudy,19.5,8.3,0,0
Gangwon-do,Wonju,2018,10,10,Rainy,16.8,8,2.7,0
Gangwon-do,Wonju,2018,10,11,Sunny,14.5,3.3,0,0
Gangwon-do,Wonju,2018,10,12,Sunny,15.7,2.9,0,0
Gangwon-do,Wonju,2018,10,13,Sunny,18.8,3.9,0,0
Gangwon-do,Wonju,2018,10,14,Partly Cloudy,18,6,0,0
Gangwon-do,Wonju,2018,10,15,Partly Cloudy,19.4,6.9,0,0
Gangwon-do,Wonju,2018,10,16,Mostly Cloudy,18.4,8.3,0,0
Gangwon-do,Wonju,2018,10,17,Sunny,18,6.7,0,0
Gangwon-do,Wonju,2018,10,18,Rainy,14.4,4.8,5.5,0
Gangwon-do,Wonju,2018,10,19,Partly Cloudy,18,6,0,0
Gangwon-do,Wonju,2018,10,20,Sunny,19.3,4.6,0,0
Gangwon-do,Wonju,2018,10,21,Sunny,18.9,4,0,0
Gangwon-do,Wonju,2018,10,22,Mostly Cloudy,18.7,5.9,0,0
Gangwon-do,Wonju,2018,10,23,Rainy,13.3,6.4,3.6,0
Gangwon-do,Wonju,2018,10,24,Partly Cloudy,16.3,7.2,0,0
Gangwon-do,Wonju,2018,10,25,Mostly Cloudy,19.8,5,0,0
Gangwon-do,Wonju,2018,10,26,Rainy,13.2,9.1,5,0
Gangwon-do,Wonju,2018,10,27,Partly Cloudy,12.8,4.1,0,0
Gangwon-do,Wonju,2018,10,28,Rainy,11.7,2.4,9.2,0
Gangwon-do,Wonju,2018,10,29,Partly Cloudy,12.1,2.9,0,0
Gangwon-do,Wonju,2018,10,30,Sunny,11,0.2,0,0
Gangwon-do,Wonju,2018,10,31,Sunny,12.4,3,0,0
Gangwon-do,Wonju,2018,11,1,Sunny,13.6,0.1,0,0
Gangwon-do,Wonju,2018,11,2,Sunny,17.2,1,0,0
Gangwon-do,Wonju,2018,11,3,Sunny,18,2,0,0
Gangwon-do,Wonju,2018,11,4,Sunny,18.5,2.1,0,0
Gangwon-do,Wonju,2018,11,5,Mostly Cloudy,17.6,3.3,0,0
Gangwon-do,Wonju,2018,11,6,Mostly Cloudy,17.9,4.6,0,0
Gangwon-do,Wonju,2018,11,7,Rainy,14.4,9.7,3.9,0
Gangwon-do,Wonju,2018,11,8,Rainy,17.2,11.2,30.8,0
Gangwon-do,Wonju,2018,11,9,Rainy,15.8,10.2,1.4,0
Gangwon-do,Wonju,2018,11,10,Partly Cloudy,16.5,6.4,0,0
Gangwon-do,Wonju,2018,11,11,Partly Cloudy,11.5,3.1,0,0
Gangwon-do,Wonju,2018,11,12,Partly Cloudy,14,4.5,0,0
Gangwon-do,Wonju,2018,11,13,Partly Cloudy,14.3,3.7,0,0
Gangwon-do,Wonju,2018,11,14,Sunny,15,3.5,0,0
Gangwon-do,Wonju,2018,11,15,Partly Cloudy,14.3,2,0,0
Gangwon-do,Wonju,2018,11,16,Mostly Cloudy,13.8,4,0,0
Gangwon-do,Wonju,2018,11,17,Mostly Cloudy,11,1.9,0,0
Gangwon-do,Wonju,2018,11,18,Cloudy,10.8,1.1,0,0
Gangwon-do,Wonju,2018,11,19,Sunny,11.2,0.4,0,0
Gangwon-do,Wonju,2018,11,20,Sunny,11.4,-1.1,0,0
Gangwon-do,Wonju,2018,11,21,Rainy,7.2,3,4.7,0
Gangwon-do,Wonju,2018,11,22,Sunny,7,-1.1,0,0
Gangwon-do,Wonju,2018,11,23,Partly Cloudy,5.5,-3.7,0,0
Gangwon-do,Wonju,2018,11,24,Rainy,4.3,-1.1,4.2,0
Gangwon-do,Wonju,2018,11,25,Partly Cloudy,9.4,1.6,0,0
Gangwon-do,Wonju,2018,11,26,Partly Cloudy,12,-0.4,0,0
Gangwon-do,Wonju,2018,11,27,Cloudy,9.2,-0.3,0,0
Gangwon-do,Wonju,2018,11,28,Partly Cloudy,10.1,0.4,0,0
Gangwon-do,Wonju,2018,11,29,Partly Cloudy,7.2,-1.6,0,0
Gangwon-do,Wonju,2018,11,30,Sunny,8.8,-2.4,0,0
Gangwon-do,Wonju,2018,12,1,Partly Cloudy,9.9,-1.5,0,0
Gangwon-do,Wonju,2018,12,2,Mostly Cloudy,12.4,-1.2,0,0
Gangwon-do,Wonju,2018,12,3,Rainy,11.3,4.5,11.4,0
Gangwon-do,Wonju,2018,12,4,Rainy,12.7,2.9,10,0
Gangwon-do,Wonju,2018,12,5,Mostly Cloudy,5.5,-1.7,0,0
Gangwon-do,Wonju,2018,12,6,Rainy,4.8,0.9,2.7,0
Gangwon-do,Wonju,2018,12,7,Sunny,1.6,-7.8,0,0
Gangwon-do,Wonju,2018,12,8,Sunny,-2.8,-9.8,0,0
Gangwon-do,Wonju,2018,12,9,Sunny,-2.8,-11.3,0,0
Gangwon-do,Wonju,2018,12,10,Partly Cloudy,2.6,-10.2,0,0
Gangwon-do,Wonju,2018,12,11,Rainy,-0.1,-4.6,0.7,0
Gangwon-do,Wonju,2018,12,12,Sunny,2.1,-5.3,0,0
Gangwon-do,Wonju,2018,12,13,Rainy,0.8,-7,0.5,0
Gangwon-do,Wonju,2018,12,14,Sunny,-0.4,-10,0,0
Gangwon-do,Wonju,2018,12,15,Partly Cloudy,2,-10.2,0,0
Gangwon-do,Wonju,2018,12,16,Cloudy,1.7,-5.1,0,0
Gangwon-do,Wonju,2018,12,17,Sunny,5.5,-1.9,0,0
Gangwon-do,Wonju,2018,12,18,Partly Cloudy,6.3,-5.6,0,0
Gangwon-do,Wonju,2018,12,19,Partly Cloudy,9.1,-1.5,0,0
Gangwon-do,Wonju,2018,12,20,Partly Cloudy,8.9,-2.4,0,0
Gangwon-do,Wonju,2018,12,21,Cloudy,9.4,-3.1,0,0
Gangwon-do,Wonju,2018,12,22,Partly Cloudy,11.4,0.4,0,0
Gangwon-do,Wonju,2018,12,23,Partly Cloudy,9.6,-0.3,0,0
Gangwon-do,Wonju,2018,12,24,Sunny,2.2,-5.5,0,0
Gangwon-do,Wonju,2018,12,25,Mostly Cloudy,3,-7.7,0,0
Gangwon-do,Wonju,2018,12,26,Partly Cloudy,5.3,-2.7,0,0
Gangwon-do,Wonju,2018,12,27,Sunny,-2.7,-10,0,0
Gangwon-do,Wonju,2018,12,28,Partly Cloudy,-6.5,-13,0,0
Gangwon-do,Wonju,2018,12,29,Sunny,-2.5,-11.8,0,0
Gangwon-do,Wonju,2018,12,30,Sunny,-1.5,-13,0,0
Gangwon-do,Wonju,2018,12,31,Sunny,0.8,-12.9,0,0
Gangwon-do,Wonju,2019,1,1,Sunny,0.1,-10.7,0,0
Gangwon-do,Wonju,2019,1,2,Sunny,0.1,-11,0,0
Gangwon-do,Wonju,2019,1,3,Sunny,1.6,-11.3,0,0
Gangwon-do,Wonju,2019,1,4,Partly Cloudy,2.7,-9.8,0,0
Gangwon-do,Wonju,2019,1,5,Sunny,3,-5.9,0,0
Gangwon-do,Wonju,2019,1,6,Partly Cloudy,2.5,-8,0,0
Gangwon-do,Wonju,2019,1,7,Partly Cloudy,2.2,-9.2,0,0
Gangwon-do,Wonju,2019,1,8,Sunny,2.3,-8.3,0,0
Gangwon-do,Wonju,2019,1,9,Partly Cloudy,0.3,-10.8,0,0
Gangwon-do,Wonju,2019,1,10,Partly Cloudy,3.3,-5.8,0,0
Gangwon-do,Wonju,2019,1,11,Partly Cloudy,6.3,-4.6,0,0
Gangwon-do,Wonju,2019,1,12,Mostly Cloudy,7.6,-1.4,0,0
Gangwon-do,Wonju,2019,1,13,Sunny,7.1,-5.1,0,0
Gangwon-do,Wonju,2019,1,14,Partly Cloudy,4.1,-5.8,0,0
Gangwon-do,Wonju,2019,1,15,Partly Cloudy,3.2,-5.4,0,0
Gangwon-do,Wonju,2019,1,16,Partly Cloudy,-0.9,-9.4,0,0
Gangwon-do,Wonju,2019,1,17,Partly Cloudy,4.4,-3.6,0,0
Gangwon-do,Wonju,2019,1,18,Sunny,5.4,-7.9,0,0
Gangwon-do,Wonju,2019,1,19,Mostly Cloudy,7.5,-3.3,0,0
Gangwon-do,Wonju,2019,1,20,Sunny,2.9,-3.5,0,0
Gangwon-do,Wonju,2019,1,21,Partly Cloudy,3.6,-7.9,0,0
Gangwon-do,Wonju,2019,1,22,Sunny,6.3,-5.7,0,0
Gangwon-do,Wonju,2019,1,23,Sunny,8.2,-3.6,0,0
Gangwon-do,Wonju,2019,1,24,Sunny,5.6,-6.8,0,0
Gangwon-do,Wonju,2019,1,25,Partly Cloudy,4.4,-6.6,0,0
Gangwon-do,Wonju,2019,1,26,Sunny,2.5,-9.1,0,0
Gangwon-do,Wonju,2019,1,27,Partly Cloudy,3.7,-9.9,0,0
Gangwon-do,Wonju,2019,1,28,Rainy,4.6,-3.8,0.7,0
Gangwon-do,Wonju,2019,1,29,Partly Cloudy,6.1,-7.8,0,0
Gangwon-do,Wonju,2019,1,30,Cloudy,7.3,-4.8,0,0
Gangwon-do,Wonju,2019,1,31,Mostly Cloudy,2.8,-4.2,0,0
Gangwon-do,Wonju,2019,2,1,Sunny,2.9,-8.3,0,0
Gangwon-do,Wonju,2019,2,2,Mostly Cloudy,6.2,-5.4,0,0
Gangwon-do,Wonju,2019,2,3,Rainy,6.3,0.4,17.2,0
Gangwon-do,Wonju,2019,2,4,Sunny,4.9,-1.9,0,0
Gangwon-do,Wonju,2019,2,5,Partly Cloudy,9.2,-4.9,0,0
Gangwon-do,Wonju,2019,2,6,Mostly Cloudy,9.8,-2.1,0,0
Gangwon-do,Wonju,2019,2,7,Rainy,6.9,-4.9,0.2,0
Gangwon-do,Wonju,2019,2,8,Cloudy,1,-7.7,0,0
Gangwon-do,Wonju,2019,2,9,Partly Cloudy,-0.1,-5.4,0,0
Gangwon-do,Wonju,2019,2,10,Mostly Cloudy,1,-8.6,0,0
Gangwon-do,Wonju,2019,2,11,Sunny,2.2,-5.6,0,0
Gangwon-do,Wonju,2019,2,12,Partly Cloudy,3.7,-5.7,0,0
Gangwon-do,Wonju,2019,2,13,Partly Cloudy,3.6,-5.7,0,0
Gangwon-do,Wonju,2019,2,14,Mostly Cloudy,6.4,-6,0,0
Gangwon-do,Wonju,2019,2,15,Cloudy,2.5,-0.7,0,0
Gangwon-do,Wonju,2019,2,16,Partly Cloudy,2.1,-3.3,0,0
Gangwon-do,Wonju,2019,2,17,Sunny,4.7,-7,0,0
Gangwon-do,Wonju,2019,2,18,Cloudy,6.1,-6.4,0,0
Gangwon-do,Wonju,2019,2,19,Rainy,3.3,-0.4,7.9,0
Gangwon-do,Wonju,2019,2,20,Rainy,4,0.3,0.1,0
Gangwon-do,Wonju,2019,2,21,Sunny,6.4,-2.8,0,0
Gangwon-do,Wonju,2019,2,22,Mostly Cloudy,10.1,-2.9,0,0
Gangwon-do,Wonju,2019,2,23,Partly Cloudy,12.9,-1.5,0,0
Gangwon-do,Wonju,2019,2,24,Partly Cloudy,12.9,-1.6,0,0
Gangwon-do,Wonju,2019,2,25,Partly Cloudy,11.1,0.8,0,0
Gangwon-do,Wonju,2019,2,26,Partly Cloudy,11.1,-2,0,0
Gangwon-do,Wonju,2019,2,27,Cloudy,13.1,2.9,0,0
Gangwon-do,Wonju,2019,2,28,Partly Cloudy,12.6,0.5,0,0
Gangwon-do,Wonju,2019,3,1,Sunny,12.8,-0.8,0,0
Gangwon-do,Wonju,2019,3,2,Partly Cloudy,14.3,-1,0,0
Gangwon-do,Wonju,2019,3,3,Partly Cloudy,14.5,0,0,0
Gangwon-do,Wonju,2019,3,4,Partly Cloudy,15.5,3.1,0,0
Gangwon-do,Wonju,2019,3,5,Cloudy,13.4,1.7,0,0
Gangwon-do,Wonju,2019,3,6,Rainy,12.9,4.2,0.1,0
Gangwon-do,Wonju,2019,3,7,Rainy,12.7,2.4,0.1,0
Gangwon-do,Wonju,2019,3,8,Sunny,13.2,-0.7,0,0
Gangwon-do,Wonju,2019,3,9,Partly Cloudy,13.9,-1.3,0,0
Gangwon-do,Wonju,2019,3,10,Cloudy,15,4.7,0,0
Gangwon-do,Wonju,2019,3,11,Partly Cloudy,10.2,0.5,0,0
Gangwon-do,Wonju,2019,3,12,Rainy,8,0.7,4.2,0
Gangwon-do,Wonju,2019,3,13,Sunny,8.2,-2.4,0,0
Gangwon-do,Wonju,2019,3,14,Partly Cloudy,9.8,-2.9,0,0
Gangwon-do,Wonju,2019,3,15,Rainy,12.2,1,8,0
Gangwon-do,Wonju,2019,3,16,Mostly Cloudy,8.1,1.6,0,0
Gangwon-do,Wonju,2019,3,17,Sunny,11.8,-0.1,0,0
